"Date","AQS_SITE_ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2016","370110002","1","2.2","ug/m3 LC","9","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"01/04/2016","370110002","1","2.3","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"01/07/2016","370110002","1","2.9","ug/m3 LC","12","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"01/10/2016","370110002","1","0.5","ug/m3 LC","2","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"01/13/2016","370110002","1","0.6","ug/m3 LC","3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"01/16/2016","370110002","1","2.7","ug/m3 LC","11","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"01/19/2016","370110002","1","2.7","ug/m3 LC","11","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"01/22/2016","370110002","1","2.6","ug/m3 LC","11","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"01/25/2016","370110002","1","4.7","ug/m3 LC","20","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"01/28/2016","370110002","1","4.6","ug/m3 LC","19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"01/31/2016","370110002","1","6.5","ug/m3 LC","27","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"02/03/2016","370110002","1","0.7","ug/m3 LC","3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"02/06/2016","370110002","1","2.2","ug/m3 LC","9","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"02/09/2016","370110002","1","1.6","ug/m3 LC","7","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"02/12/2016","370110002","1","3.6","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"02/15/2016","370110002","1","2.5","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"02/18/2016","370110002","1","2.4","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"02/21/2016","370110002","1","4.2","ug/m3 LC","18","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"02/24/2016","370110002","1","1.2","ug/m3 LC","5","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"02/27/2016","370110002","1","2.7","ug/m3 LC","11","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/01/2016","370110002","1","6.1","ug/m3 LC","25","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/04/2016","370110002","1","2.8","ug/m3 LC","12","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/07/2016","370110002","1","4.8","ug/m3 LC","20","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/10/2016","370110002","1","9.3","ug/m3 LC","39","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/13/2016","370110002","1","6.9","ug/m3 LC","29","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/16/2016","370110002","1","5.2","ug/m3 LC","22","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/19/2016","370110002","1","8.4","ug/m3 LC","35","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/22/2016","370110002","1","4.1","ug/m3 LC","17","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/25/2016","370110002","1","8","ug/m3 LC","33","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/28/2016","370110002","1","2.2","ug/m3 LC","9","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/31/2016","370110002","1","3.5","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/03/2016","370110002","1","2.2","ug/m3 LC","9","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/06/2016","370110002","1","4","ug/m3 LC","17","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/09/2016","370110002","1","2.1","ug/m3 LC","9","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/12/2016","370110002","1","3.9","ug/m3 LC","16","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/15/2016","370110002","1","4.6","ug/m3 LC","19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/18/2016","370110002","1","5.9","ug/m3 LC","25","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/21/2016","370110002","1","7.2","ug/m3 LC","30","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/24/2016","370110002","1","5.6","ug/m3 LC","23","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/27/2016","370110002","1","10.2","ug/m3 LC","43","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/30/2016","370110002","1","6.7","ug/m3 LC","28","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/03/2016","370110002","1","3.1","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/06/2016","370110002","1","4.6","ug/m3 LC","19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/09/2016","370110002","1","10.2","ug/m3 LC","43","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/12/2016","370110002","1","7","ug/m3 LC","29","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/15/2016","370110002","1","2.6","ug/m3 LC","11","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/21/2016","370110002","1","2.7","ug/m3 LC","11","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/24/2016","370110002","1","9","ug/m3 LC","38","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/27/2016","370110002","1","11.4","ug/m3 LC","48","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/30/2016","370110002","1","6.1","ug/m3 LC","25","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/02/2016","370110002","1","6.4","ug/m3 LC","27","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/05/2016","370110002","1","2.4","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/08/2016","370110002","1","3.6","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/11/2016","370110002","1","8","ug/m3 LC","33","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/14/2016","370110002","1","8.1","ug/m3 LC","34","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/17/2016","370110002","1","4.2","ug/m3 LC","18","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/20/2016","370110002","1","6.1","ug/m3 LC","25","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/23/2016","370110002","1","9.5","ug/m3 LC","40","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/26/2016","370110002","1","7.8","ug/m3 LC","33","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/29/2016","370110002","1","6.2","ug/m3 LC","26","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/02/2016","370110002","1","8.2","ug/m3 LC","34","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/05/2016","370110002","1","7.4","ug/m3 LC","31","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/08/2016","370110002","1","6.6","ug/m3 LC","28","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/11/2016","370110002","1","7","ug/m3 LC","29","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/14/2016","370110002","1","7.8","ug/m3 LC","33","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/17/2016","370110002","1","4.4","ug/m3 LC","18","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/20/2016","370110002","1","8.4","ug/m3 LC","35","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/23/2016","370110002","1","7.3","ug/m3 LC","30","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/26/2016","370110002","1","7.6","ug/m3 LC","32","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/29/2016","370110002","1","3.7","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/01/2016","370110002","1","6.2","ug/m3 LC","26","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/04/2016","370110002","1","2.7","ug/m3 LC","11","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/07/2016","370110002","1","8.2","ug/m3 LC","34","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/10/2016","370110002","1","3.2","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/13/2016","370110002","1","5.6","ug/m3 LC","23","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/16/2016","370110002","1","4.8","ug/m3 LC","20","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/19/2016","370110002","1","3.1","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/22/2016","370110002","1","4.4","ug/m3 LC","18","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/25/2016","370110002","1","6.4","ug/m3 LC","27","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/28/2016","370110002","1","10","ug/m3 LC","42","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/31/2016","370110002","1","7.3","ug/m3 LC","30","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/03/2016","370110002","1","3.1","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/06/2016","370110002","1","7.1","ug/m3 LC","30","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/09/2016","370110002","1","9.1","ug/m3 LC","38","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/12/2016","370110002","1","6.4","ug/m3 LC","27","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/15/2016","370110002","1","4.8","ug/m3 LC","20","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/18/2016","370110002","1","5.9","ug/m3 LC","25","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/21/2016","370110002","1","3.4","ug/m3 LC","14","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/24/2016","370110002","1","4.1","ug/m3 LC","17","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/27/2016","370110002","1","7","ug/m3 LC","29","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/30/2016","370110002","1","5","ug/m3 LC","21","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/03/2016","370110002","1","5.5","ug/m3 LC","23","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/06/2016","370110002","1","3.1","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/09/2016","370110002","1","2.2","ug/m3 LC","9","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/12/2016","370110002","1","3.7","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/15/2016","370110002","1","9.2","ug/m3 LC","38","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/18/2016","370110002","1","4.7","ug/m3 LC","20","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/21/2016","370110002","1","3.1","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/24/2016","370110002","1","5.1","ug/m3 LC","21","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/27/2016","370110002","1","7.6","ug/m3 LC","32","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/30/2016","370110002","1","7.5","ug/m3 LC","31","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/02/2016","370110002","1","11.5","ug/m3 LC","48","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/05/2016","370110002","1","3.3","ug/m3 LC","14","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/08/2016","370110002","1","22.7","ug/m3 LC","73","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/11/2016","370110002","1","5.5","ug/m3 LC","23","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/14/2016","370110002","1","31.1","ug/m3 LC","91","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/17/2016","370110002","1","7.1","ug/m3 LC","30","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/20/2016","370110002","1","2","ug/m3 LC","8","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/23/2016","370110002","1","54.9","ug/m3 LC","149","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/26/2016","370110002","1","5.5","ug/m3 LC","23","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/29/2016","370110002","1","1.7","ug/m3 LC","7","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/02/2016","370110002","1","1.8","ug/m3 LC","8","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/05/2016","370110002","1","1.1","ug/m3 LC","5","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/08/2016","370110002","1","2.3","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/11/2016","370110002","1","6.1","ug/m3 LC","25","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/14/2016","370110002","1","1.9","ug/m3 LC","8","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/17/2016","370110002","1","5.1","ug/m3 LC","21","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/20/2016","370110002","1","3.5","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/23/2016","370110002","1","3.7","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/26/2016","370110002","1","3.5","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/29/2016","370110002","1","3.2","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"01/01/2016","370210034","1","4.7","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/04/2016","370210034","1","3.7","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/07/2016","370210034","1","8.8","ug/m3 LC","37","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/13/2016","370210034","1","3.7","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/16/2016","370210034","1","7.7","ug/m3 LC","32","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/19/2016","370210034","1","5.7","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/22/2016","370210034","1","5.7","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/25/2016","370210034","1","16","ug/m3 LC","59","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/28/2016","370210034","1","7.3","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/31/2016","370210034","1","10.2","ug/m3 LC","43","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/03/2016","370210034","1","3.3","ug/m3 LC","14","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/06/2016","370210034","1","9.1","ug/m3 LC","38","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/09/2016","370210034","1","2.9","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/12/2016","370210034","1","8.3","ug/m3 LC","35","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/15/2016","370210034","1","6","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/18/2016","370210034","1","4.6","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/21/2016","370210034","1","18.1","ug/m3 LC","64","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/24/2016","370210034","1","2.1","ug/m3 LC","9","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/27/2016","370210034","1","6.7","ug/m3 LC","28","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/01/2016","370210034","1","10.1","ug/m3 LC","42","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/04/2016","370210034","1","3.1","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/07/2016","370210034","1","10.5","ug/m3 LC","44","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/10/2016","370210034","1","11.1","ug/m3 LC","46","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/13/2016","370210034","1","7.2","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/16/2016","370210034","1","7.1","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/19/2016","370210034","1","9.4","ug/m3 LC","39","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/22/2016","370210034","1","7.3","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/25/2016","370210034","1","9.7","ug/m3 LC","40","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/28/2016","370210034","1","3.9","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/31/2016","370210034","1","6.7","ug/m3 LC","28","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"04/03/2016","370210034","1","3.4","ug/m3 LC","14","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
